#OTU ID	ER0022	ER0029	ER0023	ER0006	ER0014	ER0009	ER0226	ER0225	ER0222	ER0019	ER0020	ER0050	ER0071	ER0033	ER0060	ER0061	ER0066	ER0068	ER0003	ER0039	ER0072	ER0013	ER0010	ER0057	ER0008	ER0059	ER0051	ER0049	ER0032	ER0047	ER0012	ER0018	ER0055	ER0016	ER0043	ER0040	ER0058	ER0004	ER0044	ER0054	ER0005	ER0063	ER0007	ER0062	ER0045	ER0046	ER0017	ER0065	ER0035	ER0113	ER0097	ER0081	ER0096	ER0098	ER0086	ER0087	ER0090	ER0075	ER0120	ER0080	ER0116	ER0085	ER0101	ER0078	ER0112	ER0084	ER0073	ER0100	ER0082	ER0095	ER0119	ER0105	ER0109	ER0114	ER0077	ER0118	ER0131	ER0171	ER0140	ER0144	ER0142	ER0167	ER0169	ER0168	ER0145	ER0147	ER0121	ER0170	ER0150	ER0133	ER0165	ER0166	ER0139	ER0148	ER0163	ER0146	ER0151	ER0123	ER0128	ER0138	ER0124	ER0159	ER0130	ER0152	ER0132	ER0181	ER0190	ER0176	ER0191	ER0180	ER0215	ER0208	ER0192	ER0194	ER0182	ER0196	ER0189	ER0206	ER0200	ER0203	ER0207	ER0213	ER0199	ER0195	ER0209	ER0210	ER0186	ER0185	ER0197	ER0211	ER0201	ER0220	ER0270	ER0280	ER0236	ER0251	ER0294	ER0278	ER0260	ER0277	ER0234	ER0279	ER0244	ER0271	ER0263	ER0238	ER0261	ER0249	ER0289	ER0243	ER0245	ER0275	ER0247	ER0237	ER0240	ER0241	ER0233	ER0272	ER0291	ER0266	ER0420	ER0348	ER0369	ER0474	ER0415	ER0510	ER0419	ER0344	ER0417	ER0358	ER0391	ER0410	ER0340	ER0491	ER0495	ER0173	ER0488	ER0381	ER0377	ER0380	ER0364	ER0460	ER0379	ER0490	ER0481	ER0324	ER0326	ER0325	ER0336	ER0323	ER0431-1A	ER0172	ER0024	ER0069	ER0030	ER0015	ER0002	ER0219	ER0021	ER0052	ER0042	ER0001	ER0031
k__Bacteria._.p__Bacteroidetes._.c__Bacteroidia._.o__Bacteroidales._.f__Porphyromonadaceae._.g__Tannerella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria._.p__Bacteroidetes._.c__Bacteroidia._.o__Bacteroidales._.f__Prevotellaceae._.g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	15	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	3	0	2	1	0	0	4	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0
k__Bacteria._.p__Bacteroidetes._.c__Bacteroidia._.o__Bacteroidales._.f__Prevotellaceae._.g__Alloprevotella	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	228	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	114	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	43	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria._.p__Bacteroidetes._.c__Bacteroidia._.o__Bacteroidales._.f__Prevotellaceae._.g__Paraprevotella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	18	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	36	1	0	0	15	8	0	0	0	8	23	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	83	0	0	0	0	115	0	13	43	13	65	18	0	0	0	0	0	0	5	2	0	0	0
k__Bacteria._.p__Bacteroidetes._.c__Bacteroidia._.o__Bacteroidales._.f__Prevotellaceae._.g__Prevotella	0	0	613	385	0	0	0	0	0	0	1	0	0	0	611	0	0	0	39	0	0	0	0	0	1	514	1	1	0	0	33	65	0	0	0	0	324	8	0	1	1	5	0	0	0	0	0	223	0	0	0	0	0	0	0	0	0	0	13	0	0	0	391	0	0	0	0	0	22	0	0	10	0	0	0	0	1	0	6	0	5	0	0	0	0	273	324	0	8	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	158	0	0	0	0	0	0	181	297	11	0	0	0	0	0	19	40	644	0	209	0	21	0	0	0	0	0	67	0	0	265	2	1	0	325	0	0	0	0	0	0	44	3	0	0	51	77	1	0	1	8	4	10	0	0	0	0	0	0	4	0	155	305	10	8	0	3	307	239	35	0	0	0	4	95	0	0	1	0	0	13	297	0	341	0	383	0	0	0	3	0	0	0	989	200	30	0	68	0
k__Bacteria._.p__Bacteroidetes._.c__Bacteroidia._.o__Bacteroidales._.f__Rikenellaceae._.g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria._.p__Bacteroidetes._.c__Bacteroidia._.o__Bacteroidales._.f__Rikenellaceae._.g__Alistipes	0	17	1	58	0	42	0	205	62	8	1	0	56	105	0	1	0	0	21	2	2	5	6	52	2	6	0	137	14	5	23	14	23	0	23	25	0	12	0	1	74	0	0	73	615	42	91	10	2	3	0	0	0	3	24	39	0	0	204	0	6	0	0	613	1	22	0	37	16	27	33	0	5	122	0	1	16	1	0	0	51	15	107	0	16	11	0	5	0	9	0	6	42	3	281	31	26	4	261	85	13	0	163	56	6	82	261	50	315	44	8	51	65	2	207	1	188	0	0	3	43	1	0	0	0	9	4	0	0	0	64	88	35	11	13	0	92	36	36	88	1	13	87	178	0	64	17	38	209	133	57	73	6	256	33	26	0	20	198	0	4	0	38	3	36	2	0	7	5	28	28	64	86	47	67	0	6	105	21	188	231	19	196	120	14	90	273	107	236	71	32	6	0	1	0	0	58	14	74	12	0	20	0
k__Bacteria._.p__Firmicutes._.c__._.o__._.f__._.g__	0	0	0	8	0	1	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	1	2	0	0	0	0	0	0	2	0	0	0	0	0	8	32	0	0	1	0	0	0	0	0	0	6	1	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0	0	0	0	0	5	0	3	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	13	0	0	0	0	2	1	0	0	0	0	0	7	0	0	0	0	0	0	0	0	1	1	0	0	1	27	12	3	0	0	0	3	0	15	46	0	7	11	6	0	0	0	24	0	0	0	1	0	0	0	0	3	1	0	1	1	0	1	0	1	0	0	0	0	6	4	8	0	0	0	2	1	0	4	0	35	48	5	1	0	0	0	0	0	0	0	0	2	0	0	0
k__Bacteria._.p__Firmicutes._.c__Bacilli._.o__Bacillales._.f__._.g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria._.p__Firmicutes._.c__Bacilli._.o__Bacillales._.f__Bacillales_Incertae_Sedis_XI._.g__Gemella	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	5	0	0	0	0	0	61	0	0	0	11	0	0	0	2	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria._.p__Firmicutes._.c__Bacilli._.o__Bacillales._.f__Planococcaceae._.g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0
k__Bacteria._.p__Firmicutes._.c__Bacilli._.o__Bacillales._.f__Staphylococcaceae._.g__Staphylococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0
k__Bacteria._.p__Firmicutes._.c__Bacilli._.o__Lactobacillales._.f__Aerococcaceae._.g__Abiotrophia	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria._.p__Firmicutes._.c__Bacilli._.o__Lactobacillales._.f__Enterococcaceae._.g__Enterococcus	0	0	0	0	0	0	0	0	0	0	0	7	0	9	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1	1	8	0	0	0	0	0	0	10	1	0	0	2	0	1	1	0	3	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	26	0	0	0	0	0	0	26	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	16	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	4	0	0	0	1	0	0	0
k__Bacteria._.p__Firmicutes._.c__Bacilli._.o__Lactobacillales._.f__Enterococcaceae._.g__Tetragenococcus	0	0	1	0	1	0	0	0	0	1	0	15	0	10	1	2	0	0	1	0	1	5	0	0	1	0	0	0	0	18	0	13	0	2	0	0	2	56	0	0	0	39	4	12	0	0	0	0	0	0	0	0	0	0	8	0	0	0	1	0	0	1	0	0	1	3	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	35	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0	4	1	0	0	5	0	37	9	0	0	1	12	3	0	1	0	0	10	1	1	0	1	0	0	0	0	0	0	0	8	0	1	1	0	0	0	0	0	2	0	1	0	0	0	2	0	0	0	0	13	1	0	1	0	0	0	0	0	1	0	0	2	0	1	0	0	0	2	0	2	0	3	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
k__Bacteria._.p__Firmicutes._.c__Bacilli._.o__Lactobacillales._.f__Lactobacillaceae._.g__Lactobacillus	0	0	0	0	0	0	0	0	0	0	0	446	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	16	0	18	0	0	5	12	1	0	0	0	11	0	37	0	368	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	56	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	454	0	0	0	1	15	0	5	0	8	0	18	0	1	18	0	0	0	0	0	14	35	0	0	0	763	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
k__Bacteria._.p__Firmicutes._.c__Bacilli._.o__Lactobacillales._.f__Leuconostocaceae._.g__Weissella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria._.p__Firmicutes._.c__Bacilli._.o__Lactobacillales._.f__Streptococcaceae._.g__Lactococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	29	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	5	0	0	0	0	0	0
k__Bacteria._.p__Firmicutes._.c__Bacilli._.o__Lactobacillales._.f__Streptococcaceae._.g__Streptococcus	3	1	43	0	3	0	0	0	0	2	9	1	7	0	11	0	0	0	27	17	34	7	1	0	2	1	33	17	1	260	0	28	1	85	1	1	16	12	0	2	0	135	7	1	68	59	1	3	40	0	6	4	11	4	18	10	15	0	10	0	0	6	5	0	220	37	4	1	1	1	0	19	5	1	9	9	0	5	1	0	1	30	1	11	0	2	2	4	13	3	1	23	1	48	0	1	0	1	41	0	1	78	0	6	90	7	1	0	4	0	4	6	31	476	25	10	0	0	0	8	0	9	2	6	480	2	17	5	6	8	0	9	3	0	14	2	2	2	0	1	11	4	5	1	9	13	0	1	6	3	2	12	6	11	2	17	212	0	0	2	3	13	12	0	0	5	5	8	5	4	1	21	1	19	4	0	12	0	24	0	0	1	3	0	11	15	0	1	3	0	2	5	1	0	1	1281	8	3	38	1	1	0	1
k__Bacteria._.p__Firmicutes._.c__Clostridia._.o__._.f__._.g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	2	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria._.p__Firmicutes._.c__Clostridia._.o__Clostridiales._.f__._.g__	0	0	0	1	0	0	0	1	26	0	0	0	0	1	0	0	0	0	0	0	6	0	8	1	0	2	0	14	0	3	0	8	0	0	0	5	0	20	0	0	55	1	1	16	107	3	1	0	4	0	1	0	0	0	27	0	0	0	4	0	0	0	0	0	0	0	0	4	0	19	0	0	35	0	0	0	0	0	1	0	0	0	1	0	0	26	0	0	0	0	0	0	6	0	215	8	1	1	0	2	3	3	7	1	2	0	1	0	38	0	0	5	0	0	8	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	65	1	29	0	0	23	33	70	15	0	3	0	23	0	27	778	10	2	46	68	0	0	2	256	0	0	1	2	0	0	0	19	2	0	0	0	9	0	0	0	0	0	81	0	0	0	64	4	5	1	1	31	0	0	42	0	34	57	84	1	0	0	0	0	0	0	2	0	5	0	1	0
k__Bacteria._.p__Firmicutes._.c__Clostridia._.o__Clostridiales._.f__Clostridiaceae_1._.g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	11	0	0	0	0	0	0	0	0	1	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria._.p__Firmicutes._.c__Clostridia._.o__Clostridiales._.f__Clostridiaceae_1._.g__Clostridium_sensu_stricto	9	0	1	0	20	0	0	3	0	0	1	4	1	0	0	0	0	0	0	0	391	16	0	0	0	0	0	0	2	62	0	5	0	19	0	0	3	7	0	0	0	1	9	0	0	0	0	0	1	0	0	0	4	38	2	0	6	0	52	9	0	5	0	0	0	0	0	2	0	0	0	0	1	3	0	0	0	0	0	0	0	2	4	24	2	0	0	17	0	0	0	1	0	0	1	85	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	2	18	8	0	0	0	0	168	0	0	447	0	0	0	1	0	0	0	0	0	0	2	43	0	3	0	0	3	9	8	0	9	0	2	1	0	1	1	0	0	2	1	3	0	67	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	14	0	0	80	1	0	0	10	1	0	16	0	1	16	0	0	0	0	0	0	0	1	0	0	0
k__Bacteria._.p__Firmicutes._.c__Clostridia._.o__Clostridiales._.f__Clostridiales_Incertae_Sedis_XI._.g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
k__Bacteria._.p__Firmicutes._.c__Clostridia._.o__Clostridiales._.f__Clostridiales_Incertae_Sedis_XI._.g__Anaerococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
k__Bacteria._.p__Firmicutes._.c__Clostridia._.o__Clostridiales._.f__Clostridiales_Incertae_Sedis_XI._.g__Finegoldia	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
